VEHICLE_ID,MODEL_NAME,VARIANT,EMISSION_STANDARD,FUEL,COLOUR,VEHICLE_CLASS,MAKE_YEAR,SEAT_CAPACITY,IS_ELECTRIC
27b071cef8f0c326953afc3cec2ed0a1a6c850afb1a516636cd011daf7340811,MAHINDRA,BOLERO POWER+ZLX MICROHYBRID 7STR BSIV,BSIV,DIESEL,DIAMOND WHITE,MOTOR CAR,01/08/2018,7,false
27d0976bba2c52b07c8468c7a342dcdddad61046c5b0a4d934ada53c9a36ee9f,YAMAHA,FZS (TYPE CODE RG072) BSIV,BSIV,PETROL,DARK NIGHT BLACK,MOTOR CYCLE,01/04/2018,2,false
27dd32008bfe8d2383abc9774a11e881d20334a64748ce7c80bb3977e00335f7,GLAMOUR-,DRUM/SELF (WITH CAST WHEEL) BSIV,BSIV,PETROL,SPORTS RED BLACK (SBK),MOTOR CYCLE,01/03/2018,2,false
27e0fb6a1957f0ab5031cb5bd380dd94ac84bf516669625afe94fdc587903810,TACTOR 2WHEELER SEMITRAILOR TIPPING - 5 TONNS,TRAILER/TIPPER/TRACTOR/TANKER,UNKNOWN,UNKNOWN,BLUE,Trailer for Agriculture Purpose,01/10/2018,0,false
27e676d05e7c6b9a7c9e877a58ca105611088d74c5f3bd305d8af30c2d29224c,MAHINDRA,KUV100 NXT K4+MFALCONG80(5SEATER) BSIV,BSIV,PETROL,TWLTGREY,MOTOR CAR,01/04/2018,5,false
27fb884b894cd85a90b77bfc5715a8c4c159db27150ecfe85eaf22cd52778755,DUET,(TELESCOPIC FORK) BSIV,BSIV,PETROL,GRACE GREY METALLIC,MOTOR CYCLE,01/12/2017,2,false
2806587d21a3da2bdcefe4fbc202c0e4d7b0f8f382b256b52eadab5b5925f32b,4123,COWL(L 11358) BSIV,BSIV,DIESEL,NIL,Chassis Transport,01/11/2018,1,false
281b2cf7044867a3cbe8d647cd11bddc0ed96e5b7f7d81ba43142356d6eb1a31,MARUTI,CELERIO-X-ZXI (O) BSIV,BSIV,PETROL,PEARL ARCTIC WHITE,MOTOR CAR,01/01/2019,5,false
283f249acfd5706efd80d4dd8cc6481ccb47e369315f89b816901c2e601cd63e,AVENGER,220-CRUISE BSIV,BSIV,PETROL,M BLACK,MOTOR CYCLE,01/03/2018,2,false
2842f776fa60822a7efad39b99e4b91987f9a4edcc10d3793167141e7483fe7e,MARUTI,WAGON-R VXI (O) AMT BSIV,BSIV,PETROL,METALLIC GLISTENIG GREY,MOTOR CAR,01/10/2018,5,false
2853d13697129fa699eec975e16acb95088bb95d087d891c15bab3dd5fab9c49,TOYOTA,YARIS 1.5 J BSIV,BSIV,PETROL,SILVER METALLIC,MOTOR CAR,01/08/2018,5,false
285630aa2c3d834513c6b0f68c1dab24390b6362f9984451afb7d94e54e2a110,MARUTI-VITARA,BREEZA ZDI+ BSIV,BSIV,DIESEL,BLAZING RED + MIDNIGHT BLACK,MOTOR CAR,01/05/2018,5,false
285722066f91f8e89f2a68d3a31534ea81e6a16f4767db20fd9924f7ac4b7ccd,3118,BSIV,BSIV,DIESEL,INA,Chassis Transport,01/08/2018,1,false
287269c376102e10ba2651a2d19af72be3565a99b3b7b5301d08cd7835f41a66,CB,UNICORN E AUTO S K SWALLOY W W F D B RD BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/01/2019,2,false
287889fce511f79e34aeee973cb20e62663d963f653059b0617c1745fcb2e456,CT-100,BSIV,BSIV,PETROL,EBONY BLK RED DKL,MOTOR CYCLE,01/11/2018,2,false
28921d05dcfb5a328f7bce42c6d0d8ae29a8f8c774c520a22db3e82976fcd01f,MARUTI-DZIRE,ZDI+ AMT BSIV,BSIV,DIESEL,PRIME GALLANT RED,MOTOR CAR,01/05/2018,5,false
28a3500dfda8f3d12956404f37c22a7960bf6c00aad7eede303bc35a9a609912,CRETA-1.6,VTVT SX BSIV,BSIV,PETROL,POLAR WHITE,MOTOR CAR,01/12/2018,5,false
28a9a5458bc9bd16c80520909bed37c3dee87b0d17aa6dc5017dcf201ca77855,MAHINDRA,MARAZZO 7 STR M2 BSIV,BSIV,DIESEL,SATSILVER,MOTOR CAR,01/01/2019,7,false
28afeb632feedc2f1fdb4a6394a83817e98723f48d33b9f089e3f293cc867a68,E220D,BSIV,BSIV,DIESEL,CAVANSITE BLUE,MOTOR CAR,01/12/2018,5,false
28b27641f3306009cdec7438b1b42ca38a3a41a526d8dad80a0b740742030609,ACTIVA,5GWEAS KS DCBS(CBS)WSEHEETWHEEL BSIV,BSIV,PETROL,DAZZLE YELLOW,MOTOR CYCLE,01/05/2018,2,false
28bf492a6388d073ab0d3f6e1918644ed2af1f53a70d36a4d1123ae2cd7dec44,I20,SPORTZ CRDI BSIV,BSIV,DIESEL,FIERY RED,MOTOR CAR,01/10/2018,5,false
28cde49001df8cb03e5142d418f80e6054e41f7a708b648131ebc49649af25d1,MARUTI,WAGON-R VXI+ (O) BSIV,BSIV,PETROL,METALLIC GLISTENING GREY,MOTOR CAR,01/11/2018,5,false
28d7dc01b438e3a8bf002f66885baba4b45cc8f7025e44de648c43052372a456,YAMAHA,FZS (TYPE CODE RG072) BSIV,BSIV,PETROL,CYAN,MOTOR CYCLE,01/08/2018,2,false
28de745dd70e1d6653e0d17aece91b15bfcf46129f5965019f31fc9f7da4bc01,PULSAR,150 DTS-I BSIV,BSIV,PETROL,KHI EB BLACK PACK,MOTOR CYCLE,01/11/2017,2,false
28de93cedd357a2a5de9017a8094b72cf8581908959706927e9df921f910ffe0,TATA,ZEST XE QJET 75PS BSIV,BSIV,DIESEL,PRISTIN_WHTE,Motor Cab,01/07/2018,5,false
28e108592283eccf8a8fbeb8c122afd183cb168bfae4faaa96aa9944e313e4bd,GLAMOUR-,DRUM/SELF (WITH CAST WHEEL) BSIV,BSIV,PETROL,TBK,MOTOR CYCLE,01/08/2018,2,false
28fe417d5316cc6cf8ecfa5d72560e4ab98bf47075aa4c7413c0ef5c7a414991,FORD,ECOSPORT 1.5 DIESEL TITANIUM MT BSIV,BSIV,DIESEL,DIAMOND WHITE,MOTOR CAR,01/01/2019,5,false
28ff289c387409e683746015853a35fb9f4a2cd793130439c3279e570aa8ea3a,YAMAHA,FZ BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/07/2018,2,false
290105c1ac468bdb65e39b2febec208af87f40802d3cb42189bdd6bb50d4c236,TACTOR 2WHEELER SEMITRAILOR TIPPING - 5 TONNS,TRAILER/TIPPER/TRACTOR/TANKER,UNKNOWN,UNKNOWN,BLUE,Trailer for Agriculture Purpose,01/12/2018,0,false
2909ccb68287f0700dd68f42d91306a328b2ad8628ed2cf9b7d763e4c1d7c10f,DOST,LS FSD BSIV,BSIV,DIESEL,IRISH CREAM,Goods Carriage,01/05/2018,2,false
2920667045b2bc62798a72033a8bb804746432e0a78e290a9c94b7e86c02019c,CT,100 BSIV,BSIV,PETROL,EBONY BIK BLUE DKL,Motor Cycle for Hire,01/01/2019,2,false
292a53a224fa899fdd1dc4d758a36919c1f882bcc93a3bd42c17112b178b90b6,NEW,DATSUN GO T (O) BSIV,BSIV,PETROL,ORANGE,MOTOR CAR,01/09/2018,5,false
292f65aad3bd818bbdb8aa50c03ada931c732f5b779bf36fac1d79bee18d26a2,PULSAR,180 DTS-I BSIV,BSIV,PETROL,SAFFIRE BLUE,MOTOR CYCLE,01/04/2018,2,false
292feb938edcd0b0b386d3c627e0d98868a4350287895d84fdec91133534406d,MARUTI,BALENO ZETA(AUTOMATIC) PETROL BSIV,BSIV,PETROL,PRME RAY BLUE,MOTOR CAR,01/05/2018,5,false
2939152dec18abe99c45d31fe881937ad274a62f0b1ea6e284a9f774d2d65aa4,MARUTI,BALENO SIGMA PETROL BSIV,BSIV,PETROL,MET.GRANITE GREY,MOTOR CAR,01/09/2018,5,false
293e0760b6e839561a1803e71aa9475c5275c479c890d35742ee99c1143f9b58,KTM,250 DUKE BSIV,BSIV,PETROL,WHITE,MOTOR CYCLE,01/07/2018,2,false
2949f33a910b789a29640e38ea5662dcc864539d29c53b5a5c23f98957dc86e2,CD110DREAM,DX WKS S S W FD RDBWAW REAR CAR BSIV,BSIV,PETROL,BLACK RED,MOTOR CYCLE,01/09/2018,2,false
294d05ab335808990809bd0d29c7052992ae8f5b06056790a5404dfba1f88d8f,DREAMNEO,W K S SSWFD RDBWAWWREARCARRIER BSIV,BSIV,PETROL,BLACK K,MOTOR CYCLE,01/02/2018,2,false
29507e25f5e5cd75f4d6f9e0c302b8949510d5d151fe1e647ea87fbfaebb7495,5 TONS 2 WHEELER SEMI TRAILER TIPPING IRON BODY,TRAILER/TIPPER/TRACTOR/TANKER,UNKNOWN,UNKNOWN,BLUE,Trailer For Commercial Use,01/09/2018,0,false
29562299253ffa5e397e19e4a2056e29e5a589a160f98a89bf678964432ded72,GRANDI10,ASTA-1.2 BSIV,BSIV,PETROL,STAR DUST,MOTOR CAR,01/09/2018,5,false
295ebff81d23b70122c67abe5ab0efbeedd0f284ed9e3a6cf74dd86889cccc65,TATA,TIGOR XZ+ 1.05 RTQ BSIV,BSIV,DIESEL,ESPRESO BRWN,MOTOR CAR,01/11/2018,5,false
2970ff801ea55f2b9af40ffd2b0627ab1188399b68eb1ce3938ffec417ac5076,RAPID,STYLE (77KW MPI) PETROL BSIV,BSIV,PETROL,CANDY WHITE,MOTOR CAR,01/09/2018,5,false
297169b510d99917421c4c2a2ab6f4c8b56a52c19e5ae87ceb11c4b1d5962433,YAMAHA,FZS(RG442) BSIV,BSIV,PETROL,BLUE OLD,MOTOR CYCLE,01/07/2018,2,false
297de29478169a329b9091b1f57116fc3ee2f4fe64898999674afcaca7836fea,CT-100,BSIV,BSIV,PETROL,EBONY BLK RED DKL,MOTOR CYCLE,01/12/2018,2,false
297eb2edc3f2bc2577b2a31b141cc93e8bfc0b2d9733b30e12d5473a9b8bc4ce,MF7250,DI V6 BSIIIA,BSIIIA,DIESEL,RED & GREY,Tractor for Commercial Use,01/08/2018,1,false
29803df5aba8344e48c1d705c50a626e2501151f36294abf129cf5c85bd27e8f,MARUTI,SWIFT-VDI BSIV,BSIV,DIESEL,MAGMA GREY,MOTOR CAR,01/10/2018,5,false
299f2bfb2cad2ec06b952aacf9e454298e26f32754b3341694b32e0b48553069,MARUTI-SWIFT-LXI,BSIV,BSIV,PETROL,MET MAGMA GRAY,MOTOR CAR,01/11/2018,5,false
29ac8bec6f2684c75bccad62d286b5423fc1bb80816508d5e9729ff7ba122573,PULSAR,180 DTS-I BSIV,BSIV,PETROL,EBONY BLACK,MOTOR CYCLE,01/09/2018,2,false
29b6420efa9f035282d23280067fa344d585a345f35a6b29c5abf911cc26e26a,VERNA-1.6,VTVT AUTO SX(O) BSIV,BSIV,PETROL,POLAR WHITE,MOTOR CAR,01/10/2018,5,false
29ba82268302899fafe11724251fd6c9394ba6f9d9c80c624db2d24ab74ba65c,CBHORNET,160R EAS W F DISC REARDRUM BRAKE BSIV,BSIV,PETROL,S-RED,MOTOR CYCLE,01/12/2017,2,false
29c23bf1d9c765c246e60f4342ddc499543c52ede126ee2fdd8ecbd0578152d6,APE,XTRA LD DAC WITH CABIN WITH PLATFORM BSIV,BSIV,DIESEL,"G,YELLOW",Three Wheeled Goods Vehicle,01/04/2018,1,false
29d7088d0a28ba257a5d76f6e63a37c71aa895e596ff583e664244c865e91a42,GLAMOUR-,DRUM/SELF (WITH CAST WHEEL) BSIV,BSIV,PETROL,BLACK AND RED,MOTOR CYCLE,01/06/2017,2,false
29f2fab236d5f8960a07bc04054ac785dcf91ae09b1d9dabac0ff0bea1748ea9,I20-ACTIVE,CRDI SX-BSIV,BSIV,DIESEL,EARTH BROWN,MOTOR CAR,01/07/2018,5,false
29f524b3137c8311cacb04b31b6ab289f52d0b67c639013a3082c4ee0cc38768,MARUTI-DZIRE,VDI AMT BSIV,BSIV,DIESEL,SILKY SILVER,MOTOR CAR,01/12/2018,5,false
29fbc87243877c37aeef8b55f34aa1dcc8956278c821043c7ebc7218b411a8ce,YAMAHA,FZS(RG442) BSIV,BSIV,PETROL,BLUE GOLD,MOTOR CYCLE,01/12/2017,2,false
2a020710aaba89023ae3440332c05d03e95f5de5fb136946704508bc75941d5d,PASSION,PRO (I3S-SELF-DRUM-CAST) BSIV,BSIV,PETROL,SBK,MOTOR CYCLE,01/08/2018,2,false
2a10594ae4481e818230ff5cc7123ccee7272277b9fe0b114c14552910b4a625,FORD,ECOSPORT 1.5 PETROL TREND+ AT BSIV,BSIV,PETROL,ABSOLUTE BLACK,MOTOR CAR,01/10/2018,5,false
2a16b5e658cdddf5d63d775fafbda68ff71870d485815b2ac28331a3047d7685,KUBOTA A211N TRACTOR BSIIIA,TRAILER/TIPPER/TRACTOR/TANKER,BSIIIA,DIESEL,ORANGE,Tractor for Agricultural Purpose,01/11/2018,1,false
2a3234553022213fecaecb6f0f7a859eec07a668d9133ee8d60a5ff315f0bc41,5TONS 2WH SEMI TRAILER TIPPING IRON BODY,TRAILER/TIPPER/TRACTOR/TANKER,UNKNOWN,UNKNOWN,RED,Trailer For Commercial Use,01/11/2018,0,false
2a36ecddc683141361fe27f46e570e3641ecd5ac12b556ba080e6c83ad4dcad4,CBHORNET,160R EAS W F DISC REARDRUM BRAKE BSIV,BSIV,PETROL,S-RED,MOTOR CYCLE,01/07/2017,2,false
2a3f6907b8318013cff2bada2ac08cceb80ccd07096552f7da04e685c1cf95e2,TATA,NEXON-XZ+ 1.5 RTQ BSIV,BSIV,DIESEL,MRCNBL SOSLV,MOTOR CAR,01/08/2017,5,false
2a4e1751783024ef9883072f6825b6f406d79be67e027a4069f3030870b945b7,DREAMYUGAW,K S S S W F D R D BWALLOYWHEELS BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/10/2018,2,false
2a4f408e76ab0b4ac40ff18952facaf1ed4c88e9f859f7f8638b8253d23d1edc,YAMAHA,FZS RG447 BSIV,BSIV,PETROL,HURRICANE GRAY,MOTOR CYCLE,01/05/2018,2,false
2a58ee3d28cf31d9662b7c12722421cc8822e47ee6397b33fe1437078ab743d5,DESTINI,125 (LX) BSIV,BSIV,PETROL,PSW,MOTOR CYCLE,01/12/2018,2,false
2a65d0d37f551345fcc05d2e4ed679163933924a7a72191632daeb77b14c2518,BOLERO,ZLX MH 2WD 7S BSIV AC PS,BSIV,DIESEL,DMNDWHITE,Motor Cab,01/11/2018,7,false
2a69e6ba9d7b4f0022fdad50e0cb0ef15b87cf38b9bcf6e8cbd4d3702e61c54f,TATA,XENON YODHA ECO CAB LB 2950 GVW BSIV,BSIV,DIESEL,ARCTIC_WHITE,Goods Carriage,01/08/2018,2,false
2a7db7cde994ca144ee4242402d3b4f559b15dc7d162b0055cfcdb69f94352e4,XCENT,1.2 CRDI SX(O) BSIV,BSIV,DIESEL,SLEEK SILVER,MOTOR CAR,01/09/2018,5,false
2a7f1ad366e4607a0c16d3d01eab444f9d2a4da605625cb5bc6c0084b5fbf5b7,AMAZE-1.5,V MT(I-DTEC) BSIV,BSIV,DIESEL,LUNAR SILVER METALLIC,MOTOR CAR,01/08/2018,5,false
2aa29aefba130e5c97698ee0bf2737caa69171353523893c0d69987bb52c6b20,SONALIKA,INTERNATIONAL DI-47 RX 4WD BSIIIA,BSIIIA,DIESEL,BLUE,Tractor for Agricultural Purpose,01/12/2018,1,false
2aa70bb98e554d3b00a9ec5050ab37c98a63f1006a7d3ede62854ddd42d587a6,TATA,NEXON-XZA+ 1.2 RTN BSIV,BSIV,PETROL,ETNORN_SOSLV,MOTOR CAR,01/05/2018,5,false
2aaee722d0c0e7df5b8bec6d54ab2404afcd97a9bee1dbedb99b835b5cd2fcf0,MAHINDRA,605 DI-1(BRAND NAME-ARJUN NOVO) BSIIIA,BSIIIA,DIESEL,RED,Tractor for Agricultural Purpose,01/12/2017,1,false
2ab321f53a48560e86df29a0c12475331d139e344cd650e00551ceecb6f4d93a,TATALPTK2518CR6X4FBTTWNSCSS,-16CUMBTB BSIV,BSIV,DIESEL,WHITE,Goods Carriage,01/11/2018,2,false
2ab4a5929ec9a77717dac1787374239535c752b3960553166827f73515888395,INNOVA,CRYSTA 2.8Z 7S (DIESEL AT) BSIV,BSIV,DIESEL,ATTITUDE BLACK,MOTOR CAR,01/12/2018,7,false
2abbd807f1e037c018ebda8601df26eb452f66caeae09d9855b955bfa138699e,MARUTI,BALENO SIGMA PETROL BSIV,BSIV,PETROL,PEARL ARCTIC WHITE,MOTOR CAR,01/06/2018,5,false
2abefce9142bb86ce238165adf144397fbe09f28bb8a348f0f90ccb79e394bd4,MH,14T 4X2 4C CR3 4500 19FT CARGODAYCABHSD BSIV,BSIV,DIESEL,BROWN,Goods Carriage,01/10/2018,3,false
2acbfc00103ce2fd92ef64a8d50b6e896f94eaa3fbf3385fa3cb41b773d27573,ACTIVA-125WEAS,KS DRUM CBS(CBS)WALLOYWHEEL BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/06/2018,2,false
2acdab5e62aac100feaafb320eda73c10b23a331802e4916106e5b2f0f31e1e8,I20-MAGNA-EXECUTIVE,CRDI-BSIV,BSIV,DIESEL,POLAR WHITE,MOTOR CAR,01/03/2018,5,false
2ae1ed24a6ba2aec44be041f02203f038d43e3f5467374435c4a209586c8e741,EICHER,PRO 1095XP H CAB HSD85KW BSIV,BSIV,DIESEL,GOLDEN BROWN,Goods Carriage,01/08/2018,3,false
2af0a86fa0af54bf9d76d9f31d7fd5c4a84dce71f03c45d28cf56da421a3eb4e,MARUTI,S-CROSS SMART HYBRID ZETA BSIV,ELECTRIC,DIESEL,STARGAZE BLUE,MOTOR CAR,01/11/2018,5,true
2af20ba9132a93bb9b2b3b80bf6b51ff187e96c850ec87483bb40c9f675a86d2,MARUTI-DZIRE,VDI BSIV,BSIV,DIESEL,PEARL ARCTIC WHITE,MOTOR CAR,01/11/2018,5,false
2b0ba9b25324d64c779a00797b7cef04bcd2d1e91d0ecc37530cd972fda4e9fa,TATA,LPT3118/52CR 8X2 TC COWL 450LTS BSIV,BSIV,DIESEL,UNKNOWN,Chassis Transport,01/01/2019,1,false
2b18dbb26f0657faf9eeb5ed5a2cab5890c056055ac6d2ad9f491898508963ca,MAHINDRA,585 POWER+ (BRAND BHOOMIPUTRA) BSIIIA,BSIIIA,DIESEL,RED,Tractor for Agricultural Purpose,01/01/2019,1,false
2b234a51ce14531d1d07fa338cafc2f0d9151511fbae17100c6430d4b7a5c47d,THUNDERBIRD,X 350 BSIV,BSIV,PETROL,WHIMSICAL WHITE,MOTOR CYCLE,01/10/2018,2,false
2b2a1b657ba08d5c96ec842633a86c7ea859932bf8560e96e9f547ed7f9e7567,CD110DREAM,DX WKS S S W FD RDBWAW REAR CAR BSIV,BSIV,PETROL,BLACK/BLUE,MOTOR CYCLE,01/07/2018,2,false
2b2f5963572748d40fa9dc8ee5b434502737a52dcfb568e8c2dd67c497ce431c,YAMAHA,CYGNUS ALPHA DISC BSIV,BSIV,PETROL,BLACK GRAY,MOTOR CYCLE,01/10/2018,2,false
2b3bc31fe0d0c3fdd185c4e766c6185fdc31680531e1d338532c578a2a7aefcf,AMAZE,1.2 E MT(I-VTEC) BSIV,BSIV,PETROL,LUNAR SILVER METALLIC,MOTOR CAR,01/10/2018,5,false
2b3fa9f24e176e1bf601dc171ab40e10c3aad41ff315496173bcf73c168b1f62,DISCOVER,125 BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/10/2018,2,false
2b402b0bf53ca3a5fba87aef2af1d7f412abc034e9de1d8b8f91014b65ebf818,U3118,CAB.CH BSIV,BSIV,DIESEL,NIL,Chassis Transport,01/11/2018,2,false
2b45fb0561f5387edcc34509d616ca22c43a12fbcd0d33085bc6abee72775042,SPLENDOR,I SMART 110 (DRUM-SELF-CAST) BSIV,BSIV,PETROL,SPORT RED BLACK,MOTOR CYCLE,01/05/2017,2,false
2b4b590768eaa30dc6dee8f0ce7accaf693bcde7a6be2fed4ead291b82bb3404,MAHINDRA,ALFA PAX DX DIESEL BSIV,BSIV,DIESEL,YELLOW,Auto Rickshaw,01/01/2019,4,false
2b562fdbcf25c3e3186283befed6f71f28e4c4e24434d6aa093e51191aff13bb,FORTUNER,MT BSIV,BSIV,DIESEL,SUPER WHITE,MOTOR CAR,01/11/2018,7,false
2b60f19e98a0007c9215fc6703a0b479baa071d127921cbeab73ef7bdc07f4c5,VW,POLO 1.5 TDI 66KW-TRENDLINE BSIV,BSIV,DIESEL,CARBON STEEL GREY METALLIC,MOTOR CAR,01/10/2018,5,false
2b6301e04c1bf886af21d0f200e3582455ab5c183630d27cc76c1af7486cc779,RENAULT,KWID RXT 1.0 EASY-R BSIV BSIV,BSIV,PETROL,RED,MOTOR CAR,01/11/2018,5,false
2b6551f9350c9490e24b5482eeaa7c8380d8aff99af7915de5ed46be7fad4cc4,CITY,1.5 V MT (I-VTEC) BSIV,BSIV,PETROL,CARNELIAN RED PEARL,MOTOR CAR,01/09/2018,5,false
2b6edffeb762ba780a0c1a1efc1e59961e6ca405782e9d5dd2d96376ec6288c0,YAMAHA,FZS BSIV,BSIV,PETROL,LIGHTING CYAN,MOTOR CYCLE,01/08/2018,2,false
2b70715232636244e4d90c6dff92997c8d5c491b4756421cfde37234ac99f211,PULSAR,NS 200 BSIV,BSIV,PETROL,PASSION RED + MATTE PEWTER GREY,MOTOR CYCLE,01/11/2018,2,false
2b726aaeadcd319e4c34929569066abf48d75ae70c8443ad4e007edeb84b0857,EXECUTIVE,LXAC BUS 22STR RSDWWINDOW FRAME BSIV,BSIV,DIESEL,WHITE,Ominibus,01/04/2018,22,false
2b84a9bea4feda43b943e023fa4488004cc0c5033d1780a33d17cba098d5dd10,CLASSIC,500 BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/04/2018,2,false
2b85b94d08e4e21a8821ed74298ba1f0abca6a453767593bcfbc4692fa8475dd,EON,ERA+ BSIV,BSIV,PETROL,FIERY RED,MOTOR CAR,01/04/2018,5,false
2ba0643b22a6c7842a739232893db02068d0d42eafa5008e4ed9eec2a135a5aa,BAJAJ,MAXIMA Z DIESEL BSIV,BSIV,DIESEL,GOLDEN YELLOW,Auto Rickshaw,01/10/2018,4,false
2bb1266947014d4902a8588b700c3c2ab14bc33c3c97e5499d15b311c176fa36,JOHN DEERE 5045D TRACTOR BSIIIA,TRAILER/TIPPER/TRACTOR/TANKER,BSIIIA,DIESEL,GREEN,Tractor for Agricultural Purpose,01/12/2018,1,false
2bbfa5df86fba8c849c64c3d921828d8c50c7eae7106eb28356cc8f9d1b95836,I20,ASTA-CRDI BSIV,BSIV,DIESEL,FIERY RED,MOTOR CAR,01/09/2018,5,false
2bdf8db6459c30fee995265a151290d3074cc6076bc2a22547326172160065ca,MARUTI,SUPER CARRY DIESEL STD. BSIV,BSIV,DIESEL,NORA'S NICHE (BLUE),Goods Carriage,01/08/2018,2,false
2bf7a7f0c91f4d69181735138604bb567c2ed3b5945b1770b55b66a2ac867757,TATA,TIAGO XM (O) 1.2 RTN BSIV,BSIV,PETROL,ESPRESO_BRWN,MOTOR CAR,01/09/2018,5,false
2c0b0ddd6a533c56028d2fac6056385f075fd544a01408220b4c0a925209ccfd,GRAND,I10 SPORTZ -1.2 BSIV,BSIV,PETROL,FIERY RED,MOTOR CAR,01/10/2018,5,false
2c128ab0233f86d6e3a8c9f99d7fbdaae89ab597b3b714bf550704403b0f3b4a,MAHINDRA,SUPRO MAXITRUCK T4 BSIV,BSIV,DIESEL,M1DMNDWHIT,Goods Carriage,01/09/2018,2,false
2c224fac66aa3e5a0ffb2149557f6b72f0d122c4a8f768ff269d90267dd2b4b5,GRAND,I10 SPORTZ 1.2 AUTO BSIV,BSIV,PETROL,FIERY RED,MOTOR CAR,01/05/2018,5,false
2c2269a4462817fc56951c045471645793d2971049e06dfc0e7671d7c28a6295,CLASSIC,500 ABS BSIV,BSIV,PETROL,DESERT STORM,MOTOR CYCLE,01/01/2019,2,false
2c264f79ef70f433dea47b6cf23248b017e17f8363fa96eb30c3f4d5787c1acc,EICHER,PRO 3015 J SLEEPER CAB HSD(SL) BSIV,BSIV,DIESEL,GOLDEN BROWN,Goods Carriage,01/06/2018,3,false
2c33477c0df572dc2c985d09e98f944ca80822155cff8745327a53899ef8309b,I20-ACTIVE,CRDI SX-BSIV,BSIV,DIESEL,POLAR WHITE,MOTOR CAR,01/09/2018,5,false
2c34334c2923f1107285ea7538767352a8c636c771662dfe98f8cbc11b9dedd4,SONALIKA,IL DI-745 III POWER PLUS BSIIIA,BSIIIA,DIESEL,BLUE,Tractor for Agricultural Purpose,01/11/2018,1,false
2c3f6d8f203aca691b377e03319781a06c9163504d230cbcc34e9cd165dc7204,GRAND,I10 ASTA 1.2 BSIV,BSIV,PETROL,STAR DUST,MOTOR CAR,01/10/2018,5,false
2c51fcc9087da6fd28e9370feebc2ce4aef29fc98b05b10b18860e69c759476b,CRETA-1.6,CRDI SX(O) BSIV,BSIV,DIESEL,POLAR WHITE,MOTOR CAR,01/11/2018,5,false
2c5f2a3699f8631916074772343845ee81d880541c58158d289aa439d12d5245,NISSAN,SUNNY XTRONIC XV CVT BSIV,BSIV,PETROL,NIGHT SHADE,MOTOR CAR,01/10/2018,5,false
2c6a2a0f62b2716cb1cbd76e782aafe9f8fbb2c60541e10eabefdf31458b1c73,DOST+,RLE GOOD CHASSIS W LB FBC HSD BSIV,BSIV,DIESEL,AQUA BLUE,Goods Carriage,01/08/2018,2,false
2c72982401f43dd8354a8f05631d9970995c64942d87b1a919ca97b42a44064e,VESPA,VXL 150 BSIV,BSIV,PETROL,YELLOW,MOTOR CYCLE,01/06/2018,2,false
2c7579eb03453f0e5f8c01957268c203e9724ba6a72c56f53bb2a78c1ce67d2a,DISCOVER-125,BSIV,BSIV,PETROL,BLACK,MOTOR CYCLE,01/04/2018,2,false
2c79f03c23181594ef2cf5ca123b4ee6dd618af436c7c017584185dacbf811a7,TVS,XL 100 BSIV,BSIV,PETROL,BLUE TS FISH,MOTOR CYCLE,01/10/2018,2,false
2c83cbf8fa3fc14cb4560b5a281aac88d6e94fce2e8f791521d2754c18226d5d,MARUTI,SWIFT ZXI+ AMT BSIV,BSIV,PETROL,PEARL ARCTIC WHITE,MOTOR CAR,01/09/2018,5,false
2c9a80969e8f9e2d19a2eab87ef8d58390eae5dd15e3374c2bbb748b5a4b3093,JAZZ,1.2 VX MT (I-VTEC) BSIV,BSIV,PETROL,RADIANT RED METALLIC,MOTOR CAR,01/06/2018,5,false
2c9c99f6838a11ebcab42860cdfcb38b10b2c89712d421f7f6ffd54fa5268124,PULSAR,150 DTS-I BSIV,BSIV,PETROL,EBONY BLK RED DKL,MOTOR CYCLE,01/12/2018,2,false
2caae1bf2a6bbd25cc2f0ce46897ad195f02d2a50984b52c8913c69c88d1e94b,MARUTI,BALENO DELTA BSIV,BSIV,DIESEL,PEARL ARCTIC WHITE,MOTOR CAR,01/12/2018,5,false
2cbd8d9890e51ba0e6a864992a19d462b3d85986180919a4148dc84835bf26f0,MARUTI-DZIRE,ZXI+ BSIV,BSIV,PETROL,RED,MOTOR CAR,01/12/2018,5,false
2cccfb55369a9c8c19f099b95819846429ac0a593ee77514faa710ee7f479d85,MARUTI,SWIFT-ZDI AMT BSIV,BSIV,DIESEL,PEARL ARCTIC WHITE,MOTOR CAR,01/05/2018,5,false
2cd5925b23837fab63f62020f53f234d29789b3c3cb6caf6b3b922716949ea80,TWO WHEELER SEMI TRAILOR TIPPING - 5 TONNS,TRAILER/TIPPER/TRACTOR/TANKER,UNKNOWN,UNKNOWN,RED,Trailer for Agriculture Purpose,01/01/2019,0,false
